price,id
108.75563628269877,1
117.88934932366965,2
134.66957680918568,3
141.34022311282286,4
226.0770987421981,5
212.99212656625988,6
176.08129039608616,7
159.8962371609652,8
84.79920874813877,9
229.7453225889307,10
369.02435012353396,11
140.2027799188334,12
124.04553064348609,13
181.2365971979563,14
72.67978092196502,15
136.33524832814834,16
216.6655530454051,17
138.2779676760761,18
145.53920899623694,19
199.54343883977285,20
154.1975407650131,21
214.470258653156,22
246.76699045601285,23
113.08250729571627,24
218.47917759955698,25
174.40248939155288,26
116.2029310572332,27
144.59198246386708,28
198.86238725147808,29
204.6082992402033,30
85.80520922364033,31
160.9625049324236,32
142.081982477424,33
210.1021865262351,34
120.82904644100843,35
136.6171387732668,36
134.72576975460123,37
234.82257890368038,38
204.2966417673393,39
92.53720358435551,40
140.90723980221978,41
141.0640171285581,42
277.8491628397003,43
161.75096063835434,44
228.8198950564973,45
394.77180471646386,46
94.13642991980333,47
89.05507453130261,48
211.4135728895541,49
167.37079446880372,50
187.51494549776098,51
101.81848024525321,52
59.41150444911738,53
137.73486981093342,54
158.5451646712894,55
135.2846441485228,56
125.42224840331316,57
107.54112259366802,58
234.66496370405397,59
257.10277656552694,60
266.88023444345305,61
131.10867856868475,62
174.7468253900924,63
226.92945596186746,64
117.27333881333179,65
171.19463744216117,66
157.2077938734201,67
105.20378366238549,68
298.7548601608939,69
128.46026637298073,70
429.8467030971884,71
200.0389742037645,72
113.61485926663693,73
181.77339421751927,74
81.91872795517565,75
155.89376132873932,76
149.45126760689192,77
121.82455509296977,78
98.16391524184216,79
120.13624348700506,80
106.87696499533547,81
93.1742469654984,82
60.54847314549843,83
204.2641398773149,84
146.21480640322298,85
86.62576399590935,86
135.90862953166285,87
129.89114417369336,88
228.48970288040994,89
205.96152428239787,90
134.08328833010847,91
177.13792753064473,92
116.11633980749,93
169.41970191079537,94
382.5554689239413,95
121.18365880847634,96
112.00838694958611,97
159.82972258906068,98
156.658612225275,99
213.68326162882298,100
2545.128792350004,101
186.30880637162898,102
241.56753391138858,103
152.75737806600876,104
113.2418239800951,105
35.7868211644258,106
180.94306554114132,107
164.2025398986362,108
176.14888633012646,109
121.07423499623938,110
78.52826255331952,111
242.23043995292963,112
129.28850727885376,113
78.17312123091206,114
141.77965809550966,115
218.8817952226553,116
116.7517460022557,117
66.90809287894416,118
130.9524569943945,119
166.8331442012915,120
264.50643406309837,121
85.28481815533043,122
115.61223038350771,123
64.68109277029777,124
181.52295895202744,125
220.6220637319506,126
213.8123202811806,127
167.72188349153834,128
101.13236312571587,129
186.94117307996154,130
181.83002321440821,131
171.8422205822742,132
193.77059373043355,133
81.35597726139801,134
237.47970248607817,135
201.61338403514662,136
59.85019804001424,137
129.2563147729661,138
75.38717723814652,139
303.3938327937375,140
156.08486910936534,141
188.96043782086883,142
129.70167847935792,143
161.16236417940644,144
69.30103499639384,145
94.54886910572914,146
82.28166049465634,147
131.19641350121967,148
158.91970717933242,149
63.81974063565254,150
114.41712021705555,151
195.1649465013129,152
368.249537442783,153
119.54942502819127,154
220.25171709107056,155
143.4692632317146,156
209.20259221008484,157
90.19877731145748,158
73.92883934588536,159
107.87632697800142,160
372.08947687753806,161
147.27939842273614,162
