price,id
27.229282,0
57.341877,1
105.68313,2
141.20998,3
174.87209,4
355.7323,5
202.93521,6
152.5319,7
164.05185,8
91.27188,9
178.04866,10
230.58408,11
125.08816,12
96.752174,13
744.5375,14
75.708855,15
103.42486,16
142.21133,17
112.31161,18
140.27356,19
250.88033,20
177.7156,21
229.15073,22
254.81601,23
152.6304,24
186.03677,25
163.40346,26
88.9312,27
181.90054,28
217.66638,29
256.52158,30
95.75591,31
166.76736,32
175.28802,33
266.79697,34
85.4388,35
90.012596,36
152.35687,37
233.65677,38
201.0054,39
87.36638,40
126.23517,41
119.58562,42
376.79684,43
141.77731,44
357.19354,45
314.52853,46
56.054047,47
95.2357,48
270.80624,49
226.05447,50
237.52016,51
94.95596,52
57.588154,53
110.41733,54
302.08527,55
119.665215,56
65.976814,57
111.255104,58
285.02527,59
253.97945,60
382.8768,61
119.424065,62
229.7316,63
251.43219,64
134.00635,65
212.3298,66
156.01462,67
104.96579,68
307.79822,69
112.56501,70
641.2495,71
169.87834,72
25.714838,73
152.21898,74
76.18898,75
182.77956,76
133.95499,77
150.45723,78
73.582794,79
150.7384,80
116.17794,81
55.486702,82
95.80978,83
131.33156,84
135.5252,85
69.81536,86
126.55685,87
156.1563,88
245.73788,89
199.19946,90
100.46409,91
144.60013,92
125.851105,93
184.71472,94
595.1635,95
107.0341,96
94.26227,97
163.1802,98
174.32477,99
222.94547,100
320.51953,101
253.80421,102
374.82233,103
137.08783,104
251.46138,105
5.85953,106
135.97226,107
145.78027,108
181.01698,109
143.34666,110
57.332344,111
201.1097,112
132.67537,113
121.245766,114
126.74967,115
202.74826,116
114.728966,117
89.08293,118
89.46195,119
140.75409,120
234.30424,121
74.5847,122
209.1868,123
60.579147,124
148.3381,125
215.55078,126
209.99103,127
147.35233,128
62.833225,129
91.21111,130
241.32921,131
196.94826,132
215.61285,133
46.202564,134
225.7106,135
177.76784,136
39.044605,137
212.48058,138
80.74013,139
467.10986,140
119.743744,141
289.9382,142
148.65591,143
144.42284,144
63.249165,145
62.458744,146
83.235306,147
135.1792,148
152.96416,149
65.61183,150
75.25348,151
206.31955,152
515.57825,153
135.02826,154
179.10712,155
115.23877,156
175.96742,157
96.4438,158
51.367992,159
126.46681,160
440.6589,161
131.71927,162
62.816536,163
198.93317,164
351.11902,165
223.68594,166
92.73324,167
127.979095,168
174.45407,169
311.45245,170
207.64505,171
163.83417,172
253.38824,173
132.5859,174
172.5404,175
147.87431,176
88.81666,177
199.70503,178
168.6011,179
175.43498,180
66.377,181
32.845905,182
147.29375,183
202.89677,184
231.03172,185
231.25166,186
199.75336,187
102.28794,188
222.30273,189
120.97679,190
269.3738,191
266.17947,192
121.63751,193
137.85872,194
158.79384,195
235.19939,196
113.453926,197
394.72516,198
31.116993,199
147.10309,200
359.82693,201
256.25497,202
120.322914,203
167.38976,204
222.54471,205
168.97345,206
177.423,207
108.2527,208
141.78078,209
149.94133,210
61.605217,211
83.54772,212
238.45541,213
223.21947,214
218.7122,215
62.1262,216
141.31316,217
119.44575,218
131.10542,219
127.636826,220
200.27312,221
162.16495,222
124.39807,223
232.64125,224
70.92814,225
74.18314,226
157.87537,227
48.329727,228
136.99821,229
172.18407,230
204.8229,231
66.68951,232
131.16057,233
367.16095,234
93.01882,235
134.04744,236
196.43326,237
154.87534,238
236.58076,239
87.29497,240
116.773186,241
125.09916,242
505.95154,243
122.412285,244
120.08103,245
120.89538,246
230.88115,247
149.44095,248
385.45853,249
63.253418,250
219.67294,251
178.24652,252
116.16598,253
104.200226,254
49.426384,255
222.1823,256
207.73717,257
120.84183,258
125.920654,259
271.79355,260
292.9886,261
137.3932,262
167.487,263
180.31378,264
416.28033,265
147.50067,266
161.76874,267
138.06601,268
145.11115,269
61.780315,270
129.85757,271
175.80873,272
217.77596,273
105.30228,274
141.07643,275
114.471115,276
149.07819,277
209.0413,278
208.45087,279
97.733345,280
99.78829,281
70.877594,282
136.14848,283
101.2586,284
338.31213,285
197.03946,286
79.10977,287
101.084755,288
270.91324,289
247.03949,290
161.20969,291
90.09891,292
97.83538,293
234.75533,294
241.0392,295
189.35722,296
143.80368,297
230.36111,298
462.53714,299
185.62122,300
49.36703,301
126.59046,302
150.91699,303
48.02245,304
254.2514,305
91.868355,306
252.33842,307
144.50583,308
143.13504,309
147.19035,310
27.435547,311
217.3308,312
231.9152,313
138.00142,314
123.60344,315
368.3109,316
122.67478,317
139.54993,318
201.0378,319
120.30964,320
142.55437,321
131.87804,322
166.91475,323
134.58134,324
85.66557,325
59.84197,326
119.10237,327
247.87646,328
127.54234,329
127.224365,330
130.94656,331
240.18855,332
60.698406,333
280.24817,334
138.67833,335
115.95487,336
100.546715,337
148.09923,338
63.645184,339
311.72507,340
69.37317,341
256.7951,342
113.20118,343
138.42932,344
300.35785,345
301.519,346
122.46222,347
172.53389,348
142.18463,349
167.5046,350
243.91913,351
72.49734,352
65.8275,353
44.338264,354
137.46107,355
150.19176,356
195.81499,357
215.04594,358
149.17117,359
195.1994,360
188.86194,361
268.93658,362
116.17121,363
233.8528,364
214.02742,365
359.74905,366
81.21757,367
216.48964,368
89.95298,369
335.61282,370
211.14313,371
276.31982,372
113.878296,373
381.89066,374
57.73337,375
278.992,376
331.0117,377
221.68768,378
368.76862,379
165.2758,380
220.54,381
197.68826,382
300.12183,383
185.27031,384
143.07887,385
484.98288,386
201.01915,387
202.12656,388
143.62997,389
65.86398,390
132.6669,391
108.4086,392
79.5669,393
114.43679,394
213.37154,395
93.52393,396
244.14218,397
100.23224,398
4873.664,399
124.02412,400
135.05743,401
146.80077,402
104.93151,403
190.61993,404
80.82957,405
129.45949,406
72.75878,407
154.09401,408
154.67513,409
155.8141,410
225.54797,411
38.507717,412
76.61755,413
133.33917,414
454.11044,415
141.29445,416
301.5888,417
302.85455,418
197.01506,419
67.958,420
175.90198,421
244.0266,422
116.013855,423
166.55591,424
307.84586,425
190.01306,426
119.332954,427
184.2546,428
138.93079,429
212.79224,430
71.26064,431
126.81969,432
188.30894,433
92.33329,434
193.80399,435
507.57126,436
96.86256,437
40.00246,438
86.17999,439
